Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
Courtney Ramey,KED,12,23.4,8.7,2.9,7.8,0.372,1.6,4.1,0.388,1.3,2,0.625,0.2,1.8,1.9,2.1,1,0.1,1.7,1.8,Lithuanian LKL,PG
Naz Long,ZAL,10,19.1,8.4,3.1,7.9,0.392,1.3,5.2,0.25,0.9,1,0.9,0.4,2.6,3,3,0.6,0.1,1.9,1.7,Lithuanian LKL,PG
Ivan Gandia-Rosa,JJ,18,19.3,8.2,2.9,6.9,0.416,1.6,4.6,0.337,0.9,0.9,0.941,0.5,1.7,2.2,3.9,0.5,0,1.2,2.9,Lithuanian LKL,PG
Carlos Jurgens,KED,19,21,7.7,2.7,6.5,0.419,0.7,2.2,0.31,1.5,2.4,0.63,0.3,1.8,2.1,2.7,0.6,0.1,1.6,2.3,Lithuanian LKL,PG
Kristupas Zemaitis,WOLV,19,23.8,7.6,2.8,6,0.474,1.3,3.1,0.414,0.6,1.3,0.5,0.5,2.6,3.1,3.4,0.4,0.1,1.3,1.1,Lithuanian LKL,PG
Lovre Basic,KED,12,23.4,6.5,2.4,7.3,0.33,1.2,5,0.233,0.5,0.7,0.75,0.3,1,1.3,5.5,0.7,0.1,3.3,2.8,Lithuanian LKL,PG
Boris Mbala,GG,10,19.9,6.4,2.3,7.2,0.319,1.2,4.1,0.293,0.6,1,0.6,0.8,2.5,3.3,0.9,0.6,0.2,1.2,2.5,Lithuanian LKL,PG
Dovydas Giedraitis,ZAL,18,18.6,5.9,2.3,4.9,0.461,0.8,1.6,0.483,0.6,0.7,0.846,0.2,0.7,0.9,1.4,0.9,0,0.8,1.2,Lithuanian LKL,PG
Jokubas Rubinas,SIA,14,19.3,4.1,1.6,4,0.411,0.8,2.5,0.314,0.1,0.4,0.2,0.3,1,1.3,2,0.7,0,0.9,1.1,Lithuanian LKL,PG
Ernestas Jonkus,GG,17,15.9,2.9,0.6,3.2,0.2,0.5,2.6,0.205,1.1,1.5,0.72,0.8,0.6,1.4,1.5,0.2,0,1,2.4,Lithuanian LKL,PG
Modestas Babraitis,LIE,11,6,1.1,0.4,1,0.364,0.1,0.5,0.2,0.3,0.4,0.75,0.1,0.5,0.6,0.4,0,0,0.2,1.5,Lithuanian LKL,PG
Brandon Tabb,PZV,15,31,19.7,5.6,14.6,0.384,3.5,10.6,0.327,5,5.8,0.862,0.2,2.7,2.9,3.1,2.9,0.5,2.5,3.8,Lithuanian LKL,SG
Sean McNeil,KED,18,26.3,13.7,5.2,10.2,0.511,1.9,4.9,0.398,1.3,1.6,0.857,0.4,1.2,1.6,1.6,0.8,0.1,0.6,2.8,Lithuanian LKL,SG
Ignas Sargiunas,NEP,16,27.2,13.6,4.5,10.2,0.442,2.1,5.5,0.386,2.5,3.1,0.8,0.9,1.5,2.4,2,0.8,0.1,1.4,2.1,Lithuanian LKL,SG
Margiris Normantas,LIE,16,23.2,12.6,4.3,9.7,0.445,1.8,4.8,0.364,2.3,3,0.75,1.2,2.3,3.4,3.2,1.4,0,1.6,2.6,Lithuanian LKL,SG
L.J. Thorpe,SIA,19,26.6,11.7,4.4,9.6,0.462,0.7,2.2,0.31,2.2,3,0.719,0.4,2.6,2.9,6.3,1.1,0.1,2.8,2.5,Lithuanian LKL,SG
Scoochie Smith,JUV,17,28.7,11.2,4.1,9.2,0.439,1.1,3.4,0.328,2,2.4,0.829,0.2,2.1,2.3,5.9,2.2,0.1,1.8,1.3,Lithuanian LKL,SG
Jaylon Scott,GG,17,31.5,10.4,3.4,9.2,0.365,0.8,3.1,0.25,2.9,4.2,0.694,1.5,4.8,6.3,5.5,1.8,0.1,2.9,3.2,Lithuanian LKL,SG
Chauncey Collins,MAZ,18,25.1,10.1,2.8,8.6,0.323,1.5,5.7,0.265,3,4,0.75,0.4,1.7,2.1,2.9,0.8,0.1,1.6,2.8,Lithuanian LKL,SG
Keenan Evans,ZAL,15,18.9,9.2,3.2,7.4,0.432,1,3.8,0.263,1.8,2.1,0.871,0.3,1.9,2.2,2.9,1.1,0.1,1.1,2.3,Lithuanian LKL,SG
Tomas Dimsa,ZAL,15,20.1,8.5,2.8,6.1,0.457,1.5,3.9,0.39,1.4,2,0.7,0.3,1.7,2.1,2.5,0.8,0,1.1,1.4,Lithuanian LKL,SG
Martynas Gecevicius,MAZ,15,22.7,8.4,2.4,5.4,0.444,2.1,4.9,0.419,1.5,1.7,0.885,0.3,2.1,2.3,2.7,0.4,0,1.3,1.3,Lithuanian LKL,SG
Keith Hornsby,LIE,14,18.6,8,2.5,7.8,0.321,1.2,4,0.304,1.8,2,0.893,0.6,1.7,2.4,1.6,0.9,0,1.2,2.4,Lithuanian LKL,SG
Mindaugas Girdziunas,NEP,18,22.6,8,2.1,6.3,0.325,1.2,3.8,0.319,2.7,2.9,0.906,0.4,0.8,1.3,2.4,0.7,0,1.1,1.2,Lithuanian LKL,SG
Vytenis Lipkevicius,TEC,13,28.3,7.6,2.3,5.5,0.423,1.5,3.6,0.426,1.5,1.8,0.792,0.8,3.7,4.5,2.8,1.1,0.1,0.7,2.2,Lithuanian LKL,SG
Evaldas Saulys,JUV,17,19.9,7.2,2.2,5.3,0.422,1.2,3.1,0.377,1.6,1.7,0.931,1,2.4,3.4,1.4,1,0.1,1.2,2.1,Lithuanian LKL,SG
Lukas Kreismontas,JJ,18,26.4,7.1,2.4,4.9,0.489,0.8,2.4,0.318,1.6,2.2,0.718,1.5,1.7,3.2,1.3,0.7,0.2,0.7,1.4,Lithuanian LKL,SG
Lukas Uleckas,LIE,15,22.3,6.2,2,6,0.333,0.8,4.1,0.197,1.4,2.1,0.677,1.7,2.7,4.4,1.1,0.8,0.1,0.8,1.3,Lithuanian LKL,SG
Artis Ate,PZV,18,22.7,5.8,1.9,5.2,0.366,1.1,2.9,0.365,0.9,1.1,0.895,0.9,2.3,3.2,1.2,0.8,0.1,0.8,2.7,Lithuanian LKL,SG
Adas Juskevicius,WOLV,14,13.9,5.4,1.7,4.8,0.358,1,3.2,0.311,0.9,1.1,0.867,0.1,0.9,0.9,1.9,0.4,0.1,1,1.7,Lithuanian LKL,SG
Matas Vaitkus,NEP,16,10.9,3.3,1.3,3.4,0.364,0.4,1.4,0.304,0.4,0.7,0.545,0.1,0.6,0.6,1.6,0.6,0,0.6,1.9,Lithuanian LKL,SG
Adomas Sidarevicius,PZV,18,9.4,3.3,1,3.6,0.277,0.4,1.4,0.32,0.8,1,0.833,0.2,0.8,1,0.9,0.5,0,0.9,0.9,Lithuanian LKL,SG
Tadas Pazera,MAZ,13,6.7,2.5,0.9,1.6,0.571,0.5,0.9,0.5,0.2,0.4,0.6,0.2,0.1,0.3,0.2,0.5,0,0.5,1.2,Lithuanian LKL,SG
Adas Simonis,PZV,12,10.4,2.1,0.8,1.8,0.429,0.6,1.3,0.438,0,0,0,0,0.7,0.7,0.3,0.1,0,0.5,1.3,Lithuanian LKL,SG
Jonas Zakas,JUV,12,5.4,1,0.3,0.9,0.364,0.2,0.5,0.333,0.2,0.3,0.667,0.3,0.4,0.7,0.3,0.1,0,0.3,0.4,Lithuanian LKL,SG
Gediminas Orelik,TEC,14,28.6,15.1,4.3,10.8,0.397,2.7,7.2,0.376,3.9,4.8,0.806,1.1,3.4,4.6,3.8,0.7,0,2.1,2.1,Lithuanian LKL,SF
Justas Furmanavicius,GG,12,30.2,13.3,4.4,8.3,0.535,0.8,2.2,0.346,3.8,5.2,0.726,1.3,3.3,4.5,3.3,1,1,1.3,2.9,Lithuanian LKL,SF
Ignas Vaitkus,KED,17,27.7,12.9,4.3,8.2,0.525,0.8,2.6,0.289,3.6,4.5,0.792,0.6,3.8,4.4,2.5,0.6,0.1,2.5,2.1,Lithuanian LKL,SF
Simas Jarumbauskas,PZV,19,27.3,12.6,4.3,8.4,0.506,0.8,2.9,0.268,3.3,5.3,0.63,1.7,5.6,7.3,2.4,1.3,0.1,3.2,3.8,Lithuanian LKL,SF
Gytis Radzevicius,LIE,10,24.2,11.8,4.5,7.4,0.608,1.8,3.1,0.581,1,1.2,0.833,1.2,2.4,3.6,1.6,1,0.2,1.1,1.7,Lithuanian LKL,SF
Tauras Jogela,JJ,18,23.8,11,3.9,7.3,0.538,0.8,2.2,0.359,2.3,3.2,0.724,1.4,2.9,4.3,1.8,0.8,0.1,1.5,3.1,Lithuanian LKL,SF
Martynas Varnas,TEC,14,22.1,10.2,3.1,6.6,0.467,1.5,3.8,0.396,2.6,2.6,0.973,0.4,1.7,2.1,2.1,0.5,0.1,1.4,1.6,Lithuanian LKL,SF
Tre'Shawn Thurman,WOLV,18,22.6,10.2,3.6,7.2,0.496,1.2,3.1,0.382,1.9,2.3,0.81,1,3.6,4.6,0.9,0.7,0.3,0.9,2.9,Lithuanian LKL,SF
Ryan Taylor,JUV,15,23.9,9.5,3.4,6.9,0.49,1.3,3.4,0.373,1.4,1.7,0.84,0.7,2.3,3,0.9,0.7,0.1,1.1,3.1,Lithuanian LKL,SF
Edvinas Seskus,JJ,18,30.1,9.4,3.7,8.2,0.449,1.3,4.6,0.28,0.8,1.7,0.467,1.1,2.4,3.5,3.9,0.8,0.1,1.7,2.2,Lithuanian LKL,SF
Deividad Gailius,NEP,13,22.3,8.5,2.6,7.4,0.354,1.6,4.9,0.328,1.7,2.4,0.71,0.5,2.7,3.2,1.6,0.9,0.1,0.8,2.2,Lithuanian LKL,SF
Brady Manek,ZAL,15,16.9,8.3,3,6.2,0.484,1.3,3.1,0.413,1,1.2,0.833,0.7,2.4,3.1,1.3,0.8,0.1,0.7,1.5,Lithuanian LKL,SF
Arnas Berucka,WOLV,19,22.1,7.8,2.9,6.3,0.471,1.7,3.9,0.432,0.2,0.4,0.5,0.8,1,1.8,1.4,0.7,0.1,0.6,1.9,Lithuanian LKL,SF
Edgaras Ulanovas,ZAL,15,22.5,7.7,2.5,4.8,0.528,0.3,1.3,0.263,2.3,2.8,0.833,1.1,2.4,3.5,2.2,0.6,0.1,1.7,1.9,Lithuanian LKL,SF
Daniel Baslyk,SIA,18,18.1,7.3,1.9,4.2,0.467,0.6,1.9,0.314,2.8,3.4,0.806,1.1,1.7,2.8,1,0.3,0.3,1.1,2.7,Lithuanian LKL,SF
Arturas Jomantas,MAZ,13,17.3,7.2,3.1,5.9,0.519,0.1,0.5,0.143,1,1.8,0.542,1.1,3,4.1,2.5,1,0.2,1.3,2.3,Lithuanian LKL,SF
Henri Mikael Kantonen,MAZ,17,23,6.9,2.5,6.1,0.417,1.1,3.7,0.302,0.7,1.1,0.632,0.6,2.2,2.8,2.3,0.5,0.1,1.1,1.9,Lithuanian LKL,SF
Arnas Butkevicius,ZAL,14,19.9,6.7,2.4,5.1,0.479,0.9,2.8,0.333,0.9,1.4,0.65,1.3,2.9,4.1,1.9,1.6,0.1,1.1,2,Lithuanian LKL,SF
Danielius Lavrinovicius,ZAL,15,16.3,6.3,2.3,4.3,0.547,1.1,2.3,0.471,0.6,0.7,0.9,0.4,3.1,3.5,0.8,0.5,0.3,1.1,2.7,Lithuanian LKL,SF
Donatas Sabeckis,TEC,12,19.1,6.2,2,4.4,0.453,1.3,3.2,0.421,0.8,1.3,0.667,0.5,0.8,1.3,3.3,0.3,0.3,1.6,3.1,Lithuanian LKL,SF
Eigirdas Zukauskas,WOLV,15,22.2,5.9,2.2,5.2,0.423,0.9,3.1,0.298,0.5,0.7,0.727,0.9,3,3.9,1.9,1,0.1,1,1.7,Lithuanian LKL,SF
Joey Baker,PZV,15,14.6,5.5,2.1,4.7,0.437,1.1,3.2,0.354,0.3,0.3,0.8,0.3,0.7,0.9,0.6,0.3,0,0.7,2.5,Lithuanian LKL,SF
Andris Misters,MAZ,14,15.3,4.9,1.8,5.1,0.352,0.9,3.4,0.277,0.4,0.5,0.714,0.4,1.3,1.7,0.9,0.6,0,0.5,1.4,Lithuanian LKL,SF
Armandas Urkis,GG,16,13.5,4.4,1.6,4.1,0.4,0.6,2,0.313,0.5,0.6,0.8,0.3,1.2,1.5,0.6,0.4,0,0.7,2.3,Lithuanian LKL,SF
Ernestas Sederevicius,JUV,17,16.5,3.5,1.1,3.2,0.345,0.5,1.7,0.276,0.8,0.9,0.867,0.5,1.2,1.7,0.6,0.8,0.5,0.9,2.3,Lithuanian LKL,SF
Matas Repsys,NEP,11,3.4,0.8,0.2,0.6,0.286,0,0.4,0,0.5,0.7,0.625,0.5,0.3,0.8,0.2,0,0.1,0.4,0.5,Lithuanian LKL,SF
Zane Waterman,KED,19,30.7,16.2,5.6,11,0.512,1.4,3.8,0.375,3.5,4.9,0.72,2.1,4.8,6.9,1.4,0.5,0.6,1.6,3.1,Lithuanian LKL,PF
Strahinja Micovic,JJ,19,33.6,14.7,5.7,10.7,0.534,1.7,4.5,0.376,1.5,2.7,0.569,0.7,4.4,5.1,1.6,0.6,0.8,1.7,2.6,Lithuanian LKL,PF
Ivan Gavrilovic,GG,15,28.7,14.6,5.9,11.3,0.524,1.7,4.9,0.342,1.1,1.3,0.8,1.1,2.9,4,0.9,0.8,0.4,1.4,1.4,Lithuanian LKL,PF
Paulius Danusevicius,SIA,19,27.7,12.9,5.1,10.1,0.503,1.3,3.5,0.373,1.5,2.2,0.667,1.1,4.4,5.5,1.3,0.6,0.8,2.2,2,Lithuanian LKL,PF
Justin Gorham,LIE,17,24.7,11.9,4.3,7.9,0.541,1.4,3.3,0.429,1.9,2.5,0.767,2,4.2,6.2,2.2,0.5,0.2,1.2,2.6,Lithuanian LKL,PF
Deividas Sirvydis,TEC,14,29.6,11.7,3.7,9.6,0.385,1.7,6.1,0.279,2.6,3.4,0.75,0.4,2.7,3.1,1.9,0.4,0.1,1.1,2.1,Lithuanian LKL,PF
Martynas Arlauskas,PZV,19,28.2,11.6,3.9,8.5,0.466,0.6,2.6,0.224,3.1,4.3,0.72,1.4,2.4,3.7,2.4,0.9,0.3,1.9,2.8,Lithuanian LKL,PF
Martynas Echodas,LIE,12,19.2,10.2,4.3,6.4,0.675,0,0.1,0,1.5,2.7,0.563,2.1,4,6.1,0.9,0.8,0.8,1.4,1.4,Lithuanian LKL,PF
Ajdin Penava,JUV,15,21.2,9.7,3.4,5.3,0.646,0.7,1.3,0.55,2.1,2.6,0.821,1.5,2.6,4.1,1.5,1.1,1,1,3,Lithuanian LKL,PF
Christian Mekowulu,WOLV,19,19.2,9.5,3.1,5.6,0.557,0.1,0.3,0.4,3.2,4.1,0.769,1.4,3.3,4.7,0.5,0.6,0.5,1.4,2.6,Lithuanian LKL,PF
Kay Bruhnke,MAZ,17,26.2,9.4,2.9,7.6,0.388,1.2,4.4,0.27,2.3,3,0.765,0.8,3.2,4,1.5,0.6,0.9,1.1,2.8,Lithuanian LKL,PF
Vaidas Kariniauskas,WOLV,17,21.4,8.6,3.1,6.7,0.456,1,2.8,0.362,1.5,2.2,0.703,0.6,2.2,2.8,5.1,0.5,0.2,2.3,2.5,Lithuanian LKL,PF
Aurimas Majauskas,GG,10,23.4,8.4,3.1,8,0.388,0.9,2.7,0.333,1.3,1.7,0.765,1.8,2.5,4.3,1.3,0.5,0,0.9,2.2,Lithuanian LKL,PF
Gabas Maldunas,TEC,16,20.7,8.3,3.8,6.7,0.561,0,0,0,0.8,1.4,0.591,2,2,4,1.6,1.6,0.3,1.2,2.9,Lithuanian LKL,PF
Javin DeLaurier,LIE,18,16.5,8.2,3.4,5.1,0.663,0,0.2,0,1.4,2.1,0.676,1.6,3.6,5.1,0.8,1.1,0.8,1.1,3.6,Lithuanian LKL,PF
Aleksandar Marelja,JJ,17,18.2,8.1,3,6.5,0.459,1.1,2.6,0.4,1,1.8,0.567,0.9,2.3,3.2,1.2,0.5,0.8,1.6,2.6,Lithuanian LKL,PF
Sarunas Beniusis,JUV,17,15.2,7.8,2.8,3.7,0.762,0.1,0.1,1,2.1,3.1,0.692,1.5,2,3.5,0.8,0.3,0,1.1,2.4,Lithuanian LKL,PF
Rolands Smits,ZAL,15,18.1,7.6,2.5,5.4,0.469,0.5,2.2,0.242,2,2.3,0.882,0.6,2.7,3.3,1.3,0.9,0.2,1.5,2.2,Lithuanian LKL,PF
Zsombor Maronka,NEP,16,21.1,7,2.5,6.3,0.396,1.1,3.9,0.286,0.9,1.2,0.737,0.3,2.3,2.6,1.1,0.3,0.6,0.9,2.4,Lithuanian LKL,PF
Tim Lambrecht,NEP,19,25.2,6.9,3.1,5.4,0.563,0.6,2.1,0.275,0.2,0.3,0.667,1.2,3.6,4.8,3.1,0.9,0.4,0.9,1.9,Lithuanian LKL,PF
Robertas Keliacus,KED,19,17.4,6.6,2.1,4.1,0.513,0.6,1.4,0.423,1.8,2.7,0.673,1.4,1.6,3.1,0.8,0.5,0.3,1,3.1,Lithuanian LKL,PF
Zygimantas Skucas,JUV,16,16.5,6.5,2.5,4.9,0.513,0.6,1.7,0.37,0.9,1.3,0.667,0.7,1.5,2.2,1.1,0.4,0.5,1.3,2.8,Lithuanian LKL,PF
Daniel Dolenc,MAZ,10,19,6.4,2.6,5.6,0.464,0.9,2.8,0.321,0.3,0.3,1,0.6,2.1,2.7,1.1,0.4,0.2,0.8,2.6,Lithuanian LKL,PF
Vitalijus Kozys,WOLV,16,15.3,5.1,1.8,3.6,0.483,0.9,2.1,0.441,0.6,1.1,0.588,0.8,1.9,2.7,0.8,0.5,0.1,0.6,2.9,Lithuanian LKL,PF
Justinas Marcinkevicius,KED,19,16.4,4.9,1.7,3.5,0.5,0.4,1.1,0.333,1.1,1.3,0.84,1.2,1.2,2.4,0.4,0.2,0.3,0.3,1.6,Lithuanian LKL,PF
Dziugas Slavinskas,TEC,16,11.7,4.2,1.4,2.8,0.489,0.4,1.1,0.353,1.1,2.1,0.515,0.9,1.6,2.4,0.6,0,0.2,0.4,1.3,Lithuanian LKL,PF
Liutauras Lelevicius,TEC,14,16.8,4,1.1,2.9,0.39,0.4,1.5,0.238,1.4,1.6,0.864,0.4,1.2,1.6,1.3,0.3,0.1,1,1.6,Lithuanian LKL,PF
Dovydas Romancenko,SIA,19,13.8,3.2,0.8,1.9,0.432,0.2,0.8,0.2,1.3,1.6,0.806,0.9,1.1,2,0.4,0.4,0.4,0.7,1.8,Lithuanian LKL,PF
Nick Ward,GG,13,30.6,20.2,7.9,13.4,0.592,0.2,0.5,0.333,4.2,7.8,0.539,3.2,3.8,6.9,0.5,1,1,2.5,2.6,Lithuanian LKL,C
Ivan Vranes,JUV,16,25,15.3,6.6,10.7,0.614,0.1,0.1,0.5,2.1,2.9,0.717,1.9,4.3,6.1,1.9,0.7,0.2,1.9,2.6,Lithuanian LKL,C
Azuolas Tubelis,NEP,10,24.8,14.2,5.7,10.7,0.533,1.1,3,0.367,1.7,2.5,0.68,2,4.9,6.9,1.7,0.9,1.7,1.9,2.8,Lithuanian LKL,C
Tomas Pavelka,SIA,19,22.4,12.4,4.9,6.8,0.729,0,0,0,2.5,3.7,0.671,2.9,4.3,7.2,0.9,0.6,1.7,1.7,3.5,Lithuanian LKL,C
Giedrius Staniulis,MAZ,18,24.2,11.4,4.9,7.7,0.633,0,0,0,1.7,3.4,0.492,3.4,4.1,7.5,1,0.4,0.7,1.7,3.1,Lithuanian LKL,C
Michael Hughes,JJ,17,22.2,11.3,3.8,6.8,0.552,0.2,0.6,0.4,3.5,5,0.706,1.6,4.1,5.7,2.6,1.3,1.6,1.8,3.3,Lithuanian LKL,C
Nik Popovic,TEC,15,15.3,10.1,4.5,7.5,0.607,0.1,0.1,0.5,1,1.7,0.6,2,2.1,4.1,1.5,0.3,0.3,1.2,2.3,Lithuanian LKL,C
Laurynas Birutis,ZAL,18,18.6,10.1,4.2,5.9,0.708,0,0,0,1.7,3.2,0.534,1.7,4.1,5.8,1.4,1.1,0.8,0.9,1.5,Lithuanian LKL,C
Gytis Masiulis,LIE,18,17.3,10,3.6,6.3,0.566,0.8,2.5,0.333,2.1,2.5,0.822,2.1,2,4.1,0.6,0.7,0.7,0.6,1.8,Lithuanian LKL,C
Tommy Rutherford,NEP,19,20.1,9.7,4.1,6,0.684,0,0,0,1.5,2.5,0.583,2.3,4.1,6.4,1.2,0.4,0.4,0.9,2.8,Lithuanian LKL,C
Viny Okouo,KED,11,21.6,9.5,4.3,7.5,0.566,0,0.1,0,0.9,1.5,0.588,1.5,4.5,5.9,0.5,0.5,0.4,2.1,3.1,Lithuanian LKL,C
Martynas Pacevicius,NEP,16,17.9,9.1,3.5,5.2,0.675,0,0.1,0,2.1,3.4,0.618,1.9,2.9,4.8,0.8,0.5,0.6,1,2.8,Lithuanian LKL,C
Deante Johnson,PZV,19,21.6,7.8,2.9,4.3,0.683,0.1,0.2,0.667,1.8,2.4,0.756,1.9,2.9,4.8,0.7,0.5,0.6,1.4,2.7,Lithuanian LKL,C
Regimantas Miniotas,WOLV,17,18.7,6.8,2.7,5.5,0.489,0.5,0.9,0.563,0.9,1.3,0.682,1.9,3.7,5.6,1,0.6,0.1,0.8,2.4,Lithuanian LKL,C
Dorde Gagic,WOLV,11,10.2,5.2,1.7,3.7,0.463,0,0.1,0,1.7,2.5,0.679,1.2,1,2.2,0.5,0,0.1,1.8,2.5,Lithuanian LKL,C
Oskaras Pleikys,LIE,12,11.5,4.8,1.5,3.6,0.419,0.3,1.1,0.231,1.6,1.8,0.864,0.7,0.9,1.6,0.5,0,0.1,1.1,1.8,Lithuanian LKL,C
Kevarrius Hayes,ZAL,17,15,4.8,1.8,3.4,0.534,0,0,0,1.1,1.6,0.704,1.3,1.9,3.2,0.5,0.6,0.5,1,2,Lithuanian LKL,C
Tadas Kararinas,GG,10,7.7,1.9,0.5,1.4,0.357,0.3,0.9,0.333,0.6,0.9,0.667,0.7,0.6,1.3,0.1,0.1,0.1,0.2,1.3,Lithuanian LKL,C
Matas Maciulionis,KED,15,2.9,0.5,0.2,0.5,0.429,0,0,0,0.1,0.2,0.667,0.1,0.4,0.5,0,0.1,0.1,0.2,0.4,Lithuanian LKL,C
Mike McGuirl,HH,13,32.8,21.2,7.9,17.5,0.454,2.5,7.8,0.317,2.8,3.5,0.804,1.1,3.2,4.3,4.5,1.5,0.1,2.4,2.2,Israeli BSL,PG
James Batemon III,KIRY,15,32.1,18.5,6.2,12.5,0.495,3.1,6.8,0.451,3.1,4.1,0.742,0.4,2.3,2.7,4.1,1.1,0.1,2.5,2,Israeli BSL,PG
Xavier Munford,HAP,9,27.9,17.8,5.8,10.1,0.571,2.7,5.1,0.522,3.6,4,0.889,0,2.7,2.7,3.4,0.7,0.1,1.3,1.6,Israeli BSL,PG
Kasey Shepherd,AFUL,1,31,17,6,14,0.429,3,7,0.429,2,2,1,0,5,5,0,3,0,5,1,Israeli BSL,PG
Nick Johnson,HAP,2,27,16,5,10,0.5,1.5,4,0.375,4.5,5.5,0.818,0.5,2.5,3,6.5,1.5,1,3,3,Israeli BSL,PG
Roi Huber,HUGS,12,34,15.8,6,13.2,0.456,2.5,5.8,0.429,1.3,1.8,0.714,1,2.8,3.8,7.9,0.7,0,3.1,2.3,Israeli BSL,PG
Grant Sherfield,BEER,13,29.6,15.1,5.2,12.5,0.414,2.2,5.9,0.364,2.6,3.2,0.81,0.4,2.9,3.3,3.5,0.7,0.1,1.5,2.4,Israeli BSL,PG
Alex Hamilton,IRG,12,28.4,13.5,4.9,10.5,0.468,0.9,3.6,0.256,2.8,4.1,0.673,0.8,2.9,3.7,4.4,1.6,0.3,1.9,1.9,Israeli BSL,PG
Marcus Carr,BHS,10,28.6,12.6,4.2,10.6,0.396,1,3.5,0.286,3.2,3.8,0.842,0.5,2.4,2.9,3.3,0.6,0.1,2.5,2.5,Israeli BSL,PG
Jordan Cohen,IRG,13,24.2,12.2,4.3,9.3,0.463,1.2,3.5,0.348,2.3,2.6,0.882,0.9,2.1,3,2.6,0.6,0.2,1.8,2.1,Israeli BSL,PG
Speedy Smith,HAPJ,7,29.1,11.3,3.9,9.9,0.391,1.9,6.6,0.283,1.7,2.4,0.706,1,3.6,4.6,8.6,1.1,0,3,2.6,Israeli BSL,PG
Cam Shelton,AFUL,12,30.5,10.6,3.8,9.1,0.422,0.5,1.8,0.273,2.4,3.3,0.744,2.5,3.5,6,2.4,1.5,0.2,2,3,Israeli BSL,PG
C.J. Harris,HAP,7,28.3,10.1,2.7,9.1,0.297,1.3,4.4,0.29,3.4,3.6,0.96,0.4,2,2.4,4.6,1.1,0.1,1.4,2.7,Israeli BSL,PG
Tamir Blatt,MAC,8,22.5,8.1,2.5,8,0.313,2,6.9,0.291,1.1,1.3,0.9,0.3,1.1,1.4,6.9,0.9,0,2.9,1.1,Israeli BSL,PG
Ron Zipper,BEER,12,15.1,7.9,2.2,5.4,0.4,1.4,3.3,0.425,2.2,2.8,0.788,0.2,0.9,1.1,0.9,0.8,0,1,2.1,Israeli BSL,PG
Yair Kravits,IRO,11,25.2,7.1,2,6.7,0.297,0.9,3.7,0.244,2.2,3,0.727,0.5,3.1,3.6,4.2,0.9,0.1,2.3,2.2,Israeli BSL,PG
Itay Shneider,HH,1,17,7,2,4,0.5,1,2,0.5,2,3,0.667,1,1,2,1,0,0,0,1,Israeli BSL,PG
Guy Palatin,KIRY,15,20.9,5.9,1.8,5.9,0.307,1.1,4.1,0.262,1.3,1.7,0.76,0.9,1.7,2.6,2.4,2.8,0.1,0.9,2.4,Israeli BSL,PG
Moriel Lutaty,AFUL,13,17.2,5.9,2.2,5.1,0.439,0.3,1.6,0.19,1.2,1.8,0.625,0.3,2.2,2.5,2.9,1.1,0,2,2,Israeli BSL,PG
Koren Jorno,EIL,13,19.4,5.5,2,6.1,0.329,1.2,3.7,0.313,0.4,0.5,0.833,0.2,1.8,2.1,2.2,0.9,0,1.1,2.6,Israeli BSL,PG
Ido Harel,EIL,13,17,5.2,1.8,4.8,0.381,1.1,3.1,0.35,0.4,0.4,1,0.5,0.7,1.2,1,0.6,0,0.7,2.4,Israeli BSL,PG
Neta Segal,BEER,13,20.8,4.5,1.5,3.5,0.413,0.8,2.5,0.344,0.8,1.2,0.625,0.5,1.5,2.1,3.6,0.5,0.1,2.3,2.8,Israeli BSL,PG
Jordan Coblin,HH,5,16.2,4.2,1.6,3.6,0.444,0.8,2,0.4,0.2,0.6,0.333,0.4,1.8,2.2,1,1.4,0,0.8,3.2,Israeli BSL,PG
Gil Beni,HAP,11,18.4,4.1,1.5,3.9,0.395,0.3,1.6,0.167,0.7,1.4,0.533,0.4,1.6,2,2.1,1.1,0,1.5,1.9,Israeli BSL,PG
Ryan Boatright,BHS,3,21,4,1,5,0.2,0.7,3,0.222,1.3,2,0.667,0,1.7,1.7,4.3,1,0,2,2,Israeli BSL,PG
Yahel Peleg,HUGS,13,12.6,2.5,1,2.8,0.351,0.3,1.2,0.267,0.2,0.6,0.375,0.2,1.2,1.4,0.5,0.3,0,1.2,2.8,Israeli BSL,PG
Omar Silverio,HUGS,10,25,17.3,5,11.2,0.446,2.5,6.2,0.403,4.8,5.8,0.828,0.4,2.5,2.9,1.9,1,0,1.7,2.8,Israeli BSL,SG
Jon Davis,HH,13,32.8,16.9,5.8,11,0.524,1.5,3.7,0.417,3.8,4.9,0.781,0.2,2.6,2.8,5.7,0.9,0.2,2.9,2.5,Israeli BSL,SG
James Feldeine,HUGS,13,34.5,16.5,5.2,14.3,0.366,3.8,9,0.419,2.2,2.9,0.763,0.5,3.5,3.9,3.5,1.4,0.2,1.8,1.9,Israeli BSL,SG
Levi Randolph,HAPJ,7,28.4,16.1,5.7,14.3,0.4,1.9,5.9,0.317,2.9,3.6,0.8,0.6,3.1,3.7,2.9,0.6,0,1.3,1.6,Israeli BSL,SG
